symbol,name,sector_name,list_days,amount_proxy,turnover_rate,total_mv,source,group
600619.SH,海立股份,家用电器,12233,1158320331.29373,5.8971,1964220.263,,
600641.SH,先导基电,半导体,12091,2589453618.89238,9.4694,2734548.777,,
600660.SH,福耀玻璃,汽车配件,12027,1148558567.407328,0.7859,14614563.7792,,
600666.SH,奥瑞德,元器件,11995,1935050249.682922,12.2098,1584833.6989,,
600667.SH,太极实业,半导体,11979,3035709076.1165524,11.7524,2583054.5898,,
600673.SH,东阳光,综合类,11928,2956949872.3948436,2.6911,10987885.5204,,
600690.SH,海尔智家,家用电器,11865,2555274668.33583,1.2733,20068127.451,,
600699.SH,均胜电子,汽车配件,11848,3726306886.081759,7.912,4709690.1998,,
600703.SH,三安光电,半导体,10944,7529016765.858408,9.3386,8062254.2628,,
600707.SH,彩虹股份,元器件,10952,2726697433.3562703,7.1082,3835988.6235,,
600711.SH,盛屯矿业,小金属,10941,2265747849.703338,5.6742,3993070.1239,,
600726.SH,华电能源,火力发电,10910,3117054854.1254396,5.1732,6025390.192,,
600744.SH,华银电力,火力发电,10844,1698636217.4605603,10.1864,1667553.029,,
600760.SH,中航沈飞,,,,,,screenshot_watchlist,航空
600784.SH,鲁银投资,,,,,,lianban_potential,综合类
600821.SH,金开新能,新型电力,11795,2071004099.402043,12.3993,1670258.8851,,
600869.SH,远东股份,电气设备,11421,2905334394.905712,6.0522,4800459.9896,,
600875.SH,东方电气,电气设备,11175,6122473066.201344,4.5312,13511813.7937,,
600879.SH,航天电子,航空,11139,3774812335.1766753,4.9465,7631279.3595,,
600884.SH,杉杉股份,电气设备,11063,1868565693.4100752,5.4329,3439352.2675,,
600887.SH,伊利股份,乳制品,11021,1341259837.5628805,0.768,17464320.8016,,
600893.SH,航发动力,航空,10994,1700285110.3008149,1.3537,12560280.0495,screenshot_watchlist,航空
600895.SH,张江高科,园区开发,10980,2021554275.470928,3.7488,5392537.0131,,
600900.SH,长江电力,水力发电,8214,3209657363.3601394,0.4853,66137592.4863,,
600903.SH,贵州燃气,供气供热,3111,1177156426.574178,12.7791,921157.5358,,
600930.SH,华电新能,新型电力,303,18306618799.899853,7.0105,26113142.857,,
600938.SH,中国海油,石油开采,1485,25149972759.022305,1.4493,173531861.9956,,
600941.SH,中国移动,电信运营,1591,36539921612.520096,1.7212,212293293.1241,screenshot_watchlist,电信运营
600961.SH,株冶集团,铅锌,7928,3550746603.59661,11.3109,3139225.529,,
600986.SH,浙文互联,互联网,8054,1897558169.070704,12.1387,1563230.1392,,
600988.SH,赤峰黄金,黄金,8066,2770557157.0936804,3.8732,7153147.674,,
600989.SH,宝丰能源,化工原料,2556,2897432829.4144,1.3873,20885409.28,,
601012.SH,隆基绿能,电气设备,5147,3833922464.1237383,3.2431,11821783.0598,,
601016.SH,节能风电,新型电力,4246,3748986536.799884,11.3887,3291847.6532,,
601088.SH,中国神华,煤炭开采,6793,2444316826.210938,0.2466,99120714.7693,,
601100.SH,恒立液压,工程机械,5313,2141933886.993348,1.3769,15556205.1492,,
601111.SH,中国国航,空运,7210,1516717605.19338,1.2897,11760235.754,,
601112.SH,振石股份,玻璃,106,2319495204.2457,6.8172,3402416.2475,,
601126.SH,四方股份,电气设备,5614,2786561004.2091846,4.3717,6374090.1805,,
601127.SH,赛力斯,汽车整车,3621,2028061855.10958,1.3983,14503767.826,,
601133.SH,柏诚股份,,,,,,lianban_pool,建筑工程
601138.SH,工业富联,通信设备,2898,23164486371.97217,1.7263,134185752.0244,,
601166.SH,兴业银行,银行,7039,1527950254.667562,0.4086,37394768.8367,,
601168.SH,西部矿业,铜,6882,2240971865.52,3.0853,7263384.0,,
601179.SH,中国西电,电气设备,5951,4084413059.495857,4.6489,8785762.3513,screenshot_watchlist,电气设备
601208.SH,东材科技,化工原料,5474,3204718086.6617417,6.9601,4604413.8542,,
601211.SH,国泰海通,证券,3976,2745586731.4876,1.0087,27219061.48,,
601212.SH,白银有色,铜,3376,1348602703.0764604,2.613,5161127.8342,,
601225.SH,陕西煤业,煤炭开采,4490,1146203978.5,0.4955,23132270.0,,
601231.SH,环旭电子,元器件,5198,2004318585.493712,2.1148,9477579.8444,,
601288.SH,农业银行,银行,5783,2798929816.283667,0.1199,233438683.5933,,
601318.SH,中国平安,保险,7015,11142148187.3259,1.1087,100497413.0723,,
601328.SH,交通银行,银行,6940,3628740093.8016686,0.6111,59380462.9979,,
601336.SH,新华保险,保险,5264,1602501792.1711318,0.8391,19097864.2852,,
601398.SH,工商银行,银行,7140,2639730071.254452,0.1023,258038130.1324,,
601600.SH,中国铝业,铝,6955,4779660298.872564,2.5491,18750383.6604,,
601601.SH,中国太保,保险,6716,1866121511.095296,0.5616,33228659.3856,,
601609.SH,金田股份,铜,2214,1931763552.5066576,8.5962,2247229.6509,,
601615.SH,明阳智能,电气设备,2669,1223250895.527552,3.5307,3464612.9536,,
601628.SH,中国人寿,保险,7066,1462180674.3544,0.1463,99943996.88,,
601658.SH,邮储银行,银行,2348,1346544170.16888,0.2256,59687241.5855,,
601669.SH,中国电建,建筑工程,5323,2163451265.966256,2.1804,9922267.7764,,
601678.SH,滨化股份,,,,,,lianban_potential,化工原料
601688.SH,华泰证券,证券,5922,3053998886.3469563,1.8268,16717751.7317,,
601689.SH,拓普集团,汽车配件,4075,6609844942.30851,5.439,12152684.2109,,
601698.SH,中国卫通,电信运营,2513,2266937731.0483513,1.5293,14823368.4107,,
601727.SH,上海电气,电气设备,6370,3877399898.4878697,2.8289,13706387.283,,
601728.SH,中国电信,电信运营,1729,1921918943.6678696,0.3318,57924018.7965,screenshot_watchlist,电信运营
601766.SH,中国中车,运输设备,6479,1629883395.589365,0.9513,17133221.8605,,
601778.SH,晶科科技,新型电力,2187,5039873863.446976,19.4215,2594997.2265,,
601857.SH,中国石油,石油开采,6766,3039782609.1104555,0.1443,210657145.4685,,
601868.SH,中国能建,建筑工程,1690,4584385449.330981,3.1983,14333819.3707,,
601869.SH,长飞光纤,通信设备,2856,11846376503.676182,3.8213,31000906.7691,,
601872.SH,招商轮船,水运,7105,2054140632.1658251,1.4587,14081995.1475,,
601877.SH,正泰电器,电气设备,5958,1813420665.075504,2.6223,6915382.1648,,
601888.SH,中国中免,旅游服务,6056,2607979702.4629045,2.1274,12259000.1996,,
601898.SH,中煤能源,煤炭开采,6678,1407698280.1582642,0.6316,22287813.1754,,
601899.SH,紫金矿业,铜,6594,18422221525.199074,2.1759,84664835.3564,screenshot_watchlist,铜
601919.SH,中远海控,水运,6898,1743444235.55069,0.8035,21698123.6534,,
601939.SH,建设银行,银行,6807,28928560214.88395,1.1261,256891574.5927,,
601958.SH,金钼股份,小金属,6602,1282739160.50352,1.8895,6788775.6576,,
601975.SH,招商南油,水运,2684,3070068581.26234,13.2515,2316770.6156,,
601985.SH,中国核电,新型电力,3992,1355231004.333804,0.7209,18799153.8956,,
601988.SH,中国银行,银行,7254,2389846236.300243,0.1281,186560986.4403,,
601991.SH,大唐发电,火力发电,7086,18033920311.062103,12.3037,14657314.7192,lianban_pool,火力发电
603002.SH,宏昌电子,化工原料,5110,1739951083.912962,10.1337,1716994.8626,,
603005.SH,晶方科技,半导体,4477,2322391036.383576,10.8106,2148253.5996,,
603007.SH,顺景科技,建筑工程,3549,2761052075.491985,37.2889,740448.7865,,
603019.SH,中科曙光,IT设备,4208,7590407165.195396,5.4921,13820591.6957,,
603026.SH,石大胜华,化工原料,4004,1839091798.986798,7.8522,2342135.7059,,
603031.SH,安孚科技,电气设备,3553,1231261561.55581,6.6002,1865491.2905,,
603052.SH,可川科技,元器件,1312,2085889812.7602265,9.7834,2132070.4589,,
603061.SH,金海通,半导体,1169,1227327880.74,4.5538,2695173.0,,
603063.SH,禾望电气,电气设备,3213,2797893402.859264,10.3616,2700252.2804,,
603067.SH,振华股份,化工原料,3531,1489787044.1591818,4.9971,2981303.2442,,
603078.SH,江化微,半导体,3322,1490749329.164832,12.7791,1166552.6752,lianban_pool,半导体
603082.SH,北自科技,运输设备,836,2170652171.6010113,31.6319,686222.5069,lianban_potential,运输设备
603083.SH,剑桥科技,通信设备,3108,7243264438.055927,10.9183,6634058.8169,,
603092.SH,德力佳,机械基件,189,2855515485.878693,9.6431,2961200.7403,,
603118.SH,共进股份,通信设备,4097,2210456607.5875916,17.6254,1254131.3148,,
603119.SH,DR浙江荣,汽车配件,1018,4114184730.30576,11.958,3440529.1272,,
603127.SH,昭衍新药,医疗保健,3185,3090305974.5518126,10.3203,2994395.4871,,
603162.SH,海通发展,水运,1143,1372510527.3075042,7.9316,1730433.3644,,
603175.SH,超颖电子,元器件,203,4699301683.445677,11.5213,4078794.6529,,
603179.SH,新泉股份,汽车配件,3346,2914113286.872168,7.6872,3790864.4069,,
603186.SH,XD华正新,元器件,3419,1874479600.4842253,11.8475,1582173.1171,,
603203.SH,快克智能,专用机械,3475,1365363943.58034,8.1555,1674163.3788,,
603220.SH,中贝通信,通信设备,2738,2574931386.703269,15.4121,1670720.6589,,
603228.SH,景旺电子,元器件,3416,2248051530.542976,3.1956,7034833.9296,,
603248.SH,锡华科技,机械基件,143,3041628928.0,20.9248,1453600.0,lianban_potential,机械基件
603256.SH,宏和科技,玻璃,2492,3047667882.1171,2.5124,12130504.2275,,
603259.SH,药明康德,化学制药,2929,4908052262.55025,1.595,30771487.5395,,
603268.SH,松发股份,船舶,4075,3224130260.97171,2.1181,15221803.791,,
603278.SH,大业股份,钢加工,3105,1294961004.289232,22.3414,579623.9288,lianban_pool,钢加工
603283.SH,赛腾股份,专用机械,3063,1507816026.2510998,9.0855,1659585.082,,
603290.SH,斯达半导,半导体,2292,2098683935.311626,7.0138,2992220.9577,,
603296.SH,华勤技术,元器件,1011,3556927518.960588,2.9082,12230683.9934,,
603306.SH,华懋科技,汽车配件,4249,1912197772.098015,5.3895,3548005.8857,,
603308.SH,应流股份,机械基件,4496,1309947106.694117,2.6161,5007251.6597,,
603310.SH,巍华新材,,,,,,lianban_pool,化工原料
603344.SH,星德胜,电气设备,786,1721739110.9143038,27.1328,634560.0568,,
603379.SH,三美股份,化工原料,2600,1465106009.01991,3.8405,3814883.5022,,
603386.SH,骏亚科技,,,,,,lianban_potential,元器件
603399.SH,永杉锂业,小金属,5012,1872536460.3806217,17.7438,1055318.7369,,
603400.SH,华之杰,机械基件,329,1364307912.0,15.6601,871200.0,,
603501.SH,豪威集团,半导体,3298,4400953384.790226,3.4418,12786778.3857,,
603505.SH,金石资源,,,,,,lianban_pool,化工原料
603516.SH,淳中科技,IT设备,3024,1236752739.3186,5.1786,2388199.01,,
603520.SH,司太立,,,,,,lianban_potential,化学制药
603538.SH,美诺华,化学制药,3325,1893931164.7156656,15.3547,1233453.7078,,
603588.SH,高能环境,环境保护,4155,1330522830.51215,6.5725,2024378.5934,,
603598.SH,引力传媒,,,,,,lianban_potential,互联网
603601.SH,再升科技,玻璃,4131,2600815050.163398,13.4958,1927129.2181,screenshot_watchlist,玻璃
603606.SH,东方电缆,电气设备,4230,1231219024.02324,3.052,4034138.3487,,
603618.SH,杭电股份,电气设备,4105,1838582919.006476,7.3058,2516607.2422,,
603626.SH,科森科技,元器件,3382,1145884433.84208,8.0826,1417717.608,,
603629.SH,利通电子,元器件,2699,6713820703.2,15.0553,4459440.0,,
603650.SH,彤程新材,化工原料,2879,1363693715.070546,3.8442,3547405.7413,,
603659.SH,璞泰来,化工原料,3115,1580644125.04686,2.297,6881341.4238,,
603667.SH,五洲新春,机械基件,3489,7078591862.419583,21.8816,3234951.6774,screenshot_watchlist,机械基件
603688.SH,石英股份,矿物制品,4214,2538290568.19443,6.7395,3766289.1434,,
603690.SH,至纯科技,半导体,3409,1665461071.615814,15.2218,1094128.8623,,
603728.SH,鸣志电器,,,,,,screenshot_watchlist,电气设备
603738.SH,泰晶科技,元器件,3516,4017741034.12704,18.7328,2144762.6805,,
603757.SH,大元泵业,,,,,,screenshot_watchlist,机械基件
603778.SH,国晟科技,电气设备,3788,1227233369.170296,8.5212,1440211.9058,,
603779.SH,威龙股份,,,,,,lianban_potential,红黄酒
603799.SH,华友钴业,小金属,4124,4433926192.346742,3.9858,11124306.7699,screenshot_watchlist,小金属
603806.SH,福斯特,塑料,4270,1803528227.8947115,4.0524,4450518.7738,,
603876.SH,鼎胜新材,铝,2949,1442520080.08416,5.1744,2787801.639,,
603881.SH,数据港,软件服务,3383,3026667437.6249156,10.4004,2910145.2229,,
603893.SH,瑞芯微,半导体,2289,1628221268.943776,2.2361,7281522.6016,,
603906.SH,龙蟠科技,电气设备,3322,1463892281.17572,6.774,2161045.5878,,
603920.SH,世运电路,元器件,3306,3582060430.165407,7.7769,4606026.0903,,
603936.SH,博敏电子,元器件,3810,1433745183.423632,10.7738,1330770.1864,,
603938.SH,三孚股份,化工原料,3243,1688309908.3507638,10.9246,1545420.3434,,
603986.SH,兆易创新,半导体,3557,24602061217.13342,9.349,26315179.3958,screenshot_watchlist,半导体
603993.SH,洛阳钼业,小金属,4966,8220269048.6791725,2.0351,40392457.6123,,
605020.SH,永和股份,化工原料,1771,1997201495.140016,12.3728,1614187.1647,,
605111.SH,新洁能,半导体,2055,1914011840.11692,9.6028,1993180.989,,
605117.SH,德业股份,电气设备,1851,2239418761.740898,1.6382,13669996.1039,,
605358.SH,立昂微,半导体,2072,2886086522.212782,8.3293,3464980.8774,,
605376.SH,博迁新材,小金属,1984,1151125020.0,3.5775,3217680.0,,
605499.SH,东鹏饮料,软饮料,1814,1351302984.734473,1.2559,10759638.3847,,
605589.SH,圣泉集团,化工原料,1739,2158010752.305636,6.0591,3561602.7996,,
688002.SH,睿创微纳,通信设备,2489,1505309950.68322,2.4002,6271602.161,,
688003.SH,天准科技,专用机械,2489,1184189195.012175,6.3183,1874221.2225,,
688008.SH,澜起科技,半导体,2489,30278111085.84041,9.9901,30308116.1208,,
688012.SH,中微公司,半导体,2489,16492535591.30073,6.077,27139271.9949,screenshot_watchlist,半导体
688017.SH,绿的谐波,机械基件,2086,6148039174.153134,10.9772,5600735.3188,screenshot_watchlist,机械基件
688018.SH,乐鑫科技,半导体,2489,1349058209.2393904,4.5235,2982332.7274,,
688019.SH,安集科技,半导体,2489,2417175472.6663256,4.9902,4843844.8813,,
688025.SH,杰普特,专用机械,2388,2286542034.8826003,6.0933,3752551.22,,
688027.SH,国盾量子,通信设备,2136,2400734865.8056,4.024,5966040.919,,
688036.SH,传音控股,通信设备,2419,1432196980.973472,2.0496,6987690.1882,,
688037.SH,芯源微,半导体,2342,3971279304.66294,7.1172,5579833.7895,,
688041.SH,海光信息,半导体,1372,17475034159.078648,2.4812,70429768.4954,,
688047.SH,龙芯中科,半导体,1421,1972673385.0,3.075,6415198.0,,
688048.SH,长光华芯,半导体,1505,4939672542.096528,6.6988,7373966.2956,,
688052.SH,纳芯微,半导体,1484,1238675615.616712,3.4556,3584545.7102,,
688059.SH,华锐精密,,,,,,screenshot_watchlist,机械基件
688072.SH,拓荆科技,半导体,1486,5601708038.056367,3.7392,14981033.4779,,
688082.SH,盛美上海,半导体,1639,2139476983.5585525,2.5304,8455093.9913,,
688099.SH,晶晨股份,半导体,2472,2120098175.199378,4.6157,4593232.1754,,
688106.SH,金宏气体,化工原料,2159,1883664059.1615,11.1375,1691280.8612,,
688110.SH,东芯股份,半导体,1617,3141986774.190033,4.5507,6904403.2219,,
688111.SH,金山办公,软件服务,2370,2176131896.962816,1.8688,11644541.4007,,
688120.SH,华海清科,半导体,1437,4252893134.610848,4.4954,9460544.4112,,
688123.SH,聚辰股份,半导体,2335,3366533521.54514,13.0495,2579818.0172,,
688126.SH,沪硅产业,半导体,2216,4442337929.654941,5.5842,7955191.307,,
688127.SH,蓝特光学,元器件,2062,1142817557.1787,2.9482,3876323.035,,
688135.SH,利扬芯片,半导体,2011,1327307966.2216349,14.3355,925888.8537,,
688141.SH,杰华特,半导体,1239,3343863828.1255803,7.706,4339299.0243,,
688143.SH,长盈通,通信设备,1250,3639749630.084512,26.1212,1393408.2776,,
688146.SH,中船特气,半导体,1120,17274310659.65288,22.4179,7705588.2396,,
688147.SH,微导纳米,专用机械,1239,1772148380.6372058,4.1998,4219601.8397,,
688158.SH,优刻得-W,软件服务,2307,2391732847.0352254,11.2479,2126381.6775,,
688159.SH,有方科技,通信设备,2304,1171912369.2315,19.786,592293.7275,,
688161.SH,威高骨科,,,,,,screenshot_watchlist,医疗保健
688167.SH,炬光科技,元器件,1603,3517133886.03115,7.6153,4618509.955,,
688169.SH,石头科技,家用电器,2275,1718227666.67732,5.4302,3164206.966,,
688172.SH,燕东微,半导体,1246,3247633017.291988,4.4258,7337957.0186,,
688183.SH,生益电子,元器件,1905,2262472618.21558,2.7865,8119406.4892,,
688187.SH,时代电气,运输设备,1711,1819580466.5342011,2.4283,7493227.6347,,
688195.SH,腾景科技,元器件,1876,2413431454.148,5.3474,4513280.2,,
688200.SH,华峰测控,半导体,2278,1272474826.0956,2.2788,5583968.87,,
688205.SH,德科立,通信设备,1375,3564102596.625449,8.4647,4210548.0367,,
688213.SH,思特威-W,半导体,1456,2302537552.451955,5.4795,4202094.2649,,
688220.SH,翱捷科技-U,半导体,1582,1583748304.623142,3.5018,4522669.2119,,
688223.SH,晶科能源,电气设备,1570,2265944290.9593782,3.2306,7014004.4913,,
688233.SH,神工股份,半导体,2275,1228307465.115958,7.4887,1640214.5434,,
688234.SH,天岳先进,半导体,1584,6572471906.508947,8.5404,7695742.4787,,
688235.SH,百济神州,生物制药,1612,12345292188.231936,3.1776,38850995.0536,,
688249.SH,晶合集成,半导体,1106,5122599040.175004,6.5059,7873774.6356,,
688256.SH,寒武纪,半导体,2125,19555302000.468616,2.5744,75960619.9521,,
688268.SH,华特气体,化工原料,2332,2171401631.421393,9.4647,2294210.7319,,
688281.SH,华秦科技,航空,1530,1156086439.787825,4.6609,2480393.1425,,
688300.SH,联瑞新材,矿物制品,2373,1378095937.590105,4.6665,2953168.1937,,
688301.SH,奕瑞科技,医疗保健,2065,1791829358.6831443,5.9972,2987776.5602,,
688308.SH,欧科亿,,,,,,screenshot_watchlist,机械基件
688313.SH,仕佳光子,通信设备,2102,5784794929.473345,7.2885,7936879.9197,,
688322.SH,奥比中光-W,元器件,1408,2048535725.87944,5.7379,3570183.736,,
688331.SH,荣昌生物,生物制药,1506,2672541628.795692,4.1292,6472298.8201,,
688333.SH,铂力特,机械基件,2489,1195569355.10694,4.9146,2432689.039,,
688343.SH,云天励飞-U,软件服务,1137,1412119320.8544,4.86,2905595.3104,,
688347.SH,华虹公司,半导体,1012,27594080582.82806,10.5805,26080129.0892,,
688352.SH,颀中科技,半导体,1121,1631674777.1673367,9.4249,1731238.2913,,
688361.SH,中科飞测,半导体,1092,3590801438.3267603,4.942,7265887.1678,,
688362.SH,甬矽电子,半导体,1276,1750220539.0679018,8.4766,2064767.1697,,
688368.SH,晶丰明源,半导体,2405,1532920901.7950878,5.7174,2681150.3512,,
688372.SH,伟测科技,半导体,1297,1780693637.221416,6.6422,2680879.2828,,
688385.SH,复旦微电,半导体,1745,2659426445.176525,4.6723,5691900.0175,,
688387.SH,信科移动-U,通信设备,1327,3329992036.4375,4.9169,6772543.75,,
688388.SH,嘉元科技,电气设备,2489,1235877551.009962,6.0662,2037317.5151,,
688396.SH,华润微,半导体,2269,2362469927.527512,2.8842,8191075.2636,,
688400.SH,凌云光,专用机械,1409,1318960493.620072,4.3562,3027777.6356,,
688403.SH,汇成股份,半导体,1366,1348884688.6684258,7.0493,1913501.6082,,
688409.SH,富创精密,半导体,1313,2041067733.48937,4.1077,4968882.181,,
688411.SH,海博思创,电气设备,473,2981721056.639787,6.4251,4640738.7537,,
688428.SH,诺诚健华,生物制药,1332,1487908040.5325458,3.3486,4443373.4711,,
688449.SH,联芸科技,半导体,532,1735488000.0,5.76,3013000.0,,
688469.SH,芯联集成-U,半导体,1101,3860983393.432815,5.8899,6555261.3685,,
688472.SH,阿特斯,电气设备,1071,3955037424.7623463,7.4459,5311698.2833,,
688478.SH,晶升股份,半导体,1117,1672960252.6692,16.1211,1037745.72,,
688498.SH,源杰科技,半导体,1241,7683666197.200896,5.7344,13399250.4834,,
688502.SH,茂莱光学,元器件,1163,1146137362.128,3.8901,2946292.8,,
688503.SH,聚和材料,电气设备,1253,1574591215.963976,5.8373,2697464.9512,,
688507.SH,索辰科技,软件服务,1123,1965441510.18384,20.514,958097.6456,,
688510.SH,航亚科技,,,,,,screenshot_watchlist,航空
688512.SH,慧智微-U,半导体,1095,1192877644.1280558,16.5278,721740.1252,,
688515.SH,裕太微-U,半导体,1190,2122043560.0,12.8453,1652000.0,,
688516.SH,奥特维,专用机械,2185,1615722039.297984,6.3509,2544083.5776,,
688519.SH,南亚新材,元器件,2096,1280330819.922561,3.0047,4261093.6863,,
688521.SH,芯原股份,半导体,2096,6959413772.53052,5.2387,13284619.796,,
688523.SH,航天环宇,航空,1078,2759017897.7152004,9.1982,2999519.36,,
688525.SH,佰维存储,半导体,1232,13629398667.50414,9.4506,14421728.4273,,
688530.SH,欧莱新材,半导体,736,1385953086.069425,15.8575,874004.7839,,
688531.SH,日联科技,专用机械,1141,2552222364.031388,11.5277,2213990.9644,,
688535.SH,华海诚科,半导体,1137,3079103510.501802,16.2134,1899110.3103,,
688536.SH,思瑞浦,半导体,2062,2369795313.887705,5.7905,4092557.3161,,
688545.SH,兴福电子,元器件,478,4809117063.6,14.4153,3336120.0,,
688548.SH,广钢气体,化工原料,1004,3069938559.136856,7.3238,4191729.1012,,
688549.SH,中巨芯-U,元器件,980,3009081846.94068,12.1317,2480346.404,lianban_potential,元器件
688556.SH,高测股份,专用机械,2107,1295496203.429967,10.5721,1225391.5527,,
688596.SH,正帆科技,专用机械,2094,2322671658.5935197,16.4515,1411829.7168,,
688599.SH,天合光能,电气设备,2165,1213846142.685748,3.0004,4045614.3937,,
688603.SH,天承科技,化工原料,1040,3476548420.270828,19.9241,1744896.0908,,
688605.SH,先锋精科,半导体,519,2278080721.552677,14.4759,1573705.7603,,
688608.SH,恒玄科技,半导体,1976,1466409259.7636402,4.671,3139390.4084,,
688615.SH,合合信息,软件服务,596,1226636482.4,4.4354,2765560.0,,
688627.SH,精智达,专用机械,1032,3232315958.2005,9.7158,3326865.475,,
688629.SH,华丰科技,元器件,1053,6355869508.466001,10.925,5817729.5272,,
688630.SH,芯碁微装,专用机械,1870,2132073667.625616,6.2556,3408264.0636,,
688652.SH,京仪装备,半导体,898,2410969760.64,9.0292,2670192.0,,
688662.SH,富信科技,元器件,1870,1367228651.4432,17.7363,770864.64,,
688668.SH,鼎通科技,通信设备,1971,1347941013.827408,3.9347,3425778.3664,,
688676.SH,金盘科技,电气设备,1893,1665800893.3483503,3.9138,4256223.8575,screenshot_watchlist,电气设备
688691.SH,灿芯股份,半导体,764,1773909495.6,13.1623,1347720.0,,
688693.SH,锴威特,半导体,1001,2153255453.7478404,21.481,1002400.0064,,
688697.SH,纽威数控,,,,,,lianban_pool,机床制造
688700.SH,东威科技,专用机械,1795,2641539851.1348,11.4965,2297690.472,,
688702.SH,盛科通信-U,半导体,974,4344950400.0,3.7184,11685000.0,,
688709.SH,成都华微,半导体,828,1236060946.2245312,4.8951,2525098.4581,,
688712.SH,北芯生命,医疗保健,99,2098119278.7,11.6066,1807695.0,,
688726.SH,拉普拉斯,专用机械,563,3282402913.176933,11.6487,2817827.6659,,
688727.SH,恒坤新材,半导体,178,5037035540.436649,18.6746,2697265.5588,,
688729.SH,屹唐股份,半导体,311,8040694819.03,10.4435,7699233.8,,
688759.SH,必贝特-U,生物制药,199,1576964012.5078895,10.0663,1566577.603,,
688766.SH,普冉股份,半导体,1726,3717474754.551684,6.2076,5988586.1759,,
688775.SH,影石创新,IT设备,338,5046543296.0,5.848,8629520.0,,
688777.SH,中控技术,专用机械,1998,2444072571.6073656,3.9073,6255144.4005,,
688779.SH,五矿新能,,,,,,screenshot_watchlist,电气设备
688783.SH,西安奕材-U,半导体,199,27903560274.511997,20.3432,13716406.6,,
688785.SH,恒运昌,半导体,107,3711617318.546256,12.2908,3019833.7932,,
688790.SH,昂瑞微-UW,半导体,150,2281048804.253349,14.5899,1563443.7551,,
688795.SH,摩尔线程-U,半导体,161,36390457383.723854,11.6536,31226794.6246,,
688796.SH,百奥赛图,生物制药,156,1754789280.2392678,4.0817,4299162.8004,,
688802.SH,沐曦股份-U,半导体,149,37855196253.705,13.2263,28621153.5,,
688807.SH,优迅股份,半导体,147,3677303097.6,12.0318,3056320.0,,
688809.SH,强一股份,半导体,136,10918844832.435658,18.6449,5856209.9193,,
688818.SH,电科蓝天,航空,94,22246638564.50172,16.3077,13641800.2321,,
688820.SH,盛合晶微,,,,,,screenshot_watchlist,半导体
688981.SH,中芯国际,半导体,2129,63346579961.452385,6.642,95372749.1139,screenshot_watchlist_a_share_counterpart,半导体
